BLOCK,LOT,PROPERTY,SUBJECT TO THE PROGRAM Y/N,TIER,STATUS,BOS DISTRICT
133,15,434 VALLEJO ST,N,,Exempt from the Program,3
133,17,444 VALLEJO ST,N,,Exempt from the Program,3
134,9,372 VALLEJO ST,N,,Exempt from the Program,3
144,34,455 VALLEJO ST,N,,Exempt from the Program,3
144,22,1120 KEARNY ST,N,,Exempt from the Program,3
144,23,1136 KEARNY ST,N,,Exempt from the Program,3
145,22,15 ROMOLO PL,N,,Exempt from the Program,3
145,30,1232 GRANT AV,N,,Exempt from the Program,3
146,26,353 COLUMBUS AV,N,,Exempt from the Program,3
146,27,331 COLUMBUS AV,N,,Exempt from the Program,3
146,25,2 KENNETH REXROTH PL,N,,Exempt from the Program,3
147,9,744 BROADWAY ,N,,Exempt from the Program,3
147,008B,734 BROADWAY ,N,,Exempt from the Program,3
147,2,1343 STOCKTON ST,N,,Exempt from the Program,3
147,3,1325 STOCKTON ST,N,,Exempt from the Program,3
147,015A,1466 POWELL ST,N,,Exempt from the Program,3
149,32,1652 TAYLOR ST,N,,Exempt from the Program,3
149,12,940 BROADWAY ,N,,Exempt from the Program,3
152,27,1760 HYDE ST,N,,Exempt from the Program,3
153,21,1390 BROADWAY ,N,,Exempt from the Program,3
155,8,1625 LEAVENWORTH ST,N,,Exempt from the Program,3
158,41,54 SALMON ST,N,,Exempt from the Program,3
158,17,1 HIMMELMANN PL,N,,Exempt from the Program,3
159,19,1446 MASON ST,N,,Exempt from the Program,3
160,5,1201 STOCKTON ST,N,,Exempt from the Program,3
160,32,777 BROADWAY ,N,,Exempt from the Program,3
160,1,1265 STOCKTON ST,N,,Exempt from the Program,3
161,13,750 PACIFIC AV,N,,Exempt from the Program,3
161,35,637 BROADWAY ,N,,Exempt from the Program,3
161,1,1145 GRANT AV,N,,Exempt from the Program,3
161,7,714A PACIFIC AV,N,,Exempt from the Program,3
161,18,1200 STOCKTON ST,N,,Exempt from the Program,3
161,3,1123 GRANT AV,N,,Exempt from the Program,3
161,31,673 BROADWAY ,N,,Exempt from the Program,3
162,6,628 PACIFIC AV,N,,Exempt from the Program,3
162,24,527 BROADWAY ,N,,Exempt from the Program,3
162,25,515 BROADWAY ,N,,Exempt from the Program,3
162,13,1134 GRANT AV,N,,Exempt from the Program,3
162,5,217 COLUMBUS AV,N,,Exempt from the Program,3
162,8,638 PACIFIC AV,N,,Exempt from the Program,3
163,1,401 BROADWAY ,N,,Exempt from the Program,3
163,26,447 BROADWAY ,N,,Exempt from the Program,3
164,18,371 BROADWAY ,N,,Exempt from the Program,3
164,011A,920 MONTGOMERY ST,N,,Exempt from the Program,3
164,14,381 BROADWAY ,N,,Exempt from the Program,3
165,10,838 SANSOME ST,N,,Exempt from the Program,3
166,5,298 PACIFIC AV,N,,Exempt from the Program,3
176,10,104 COLUMBUS AV,N,,Exempt from the Program,3
177,7,640 JACKSON ST,N,,Exempt from the Program,3
177,12,1000 GRANT AV,N,,Exempt from the Program,3
177,8,650 JACKSON ST,N,,Exempt from the Program,3
177,3,604 JACKSON ST,N,,Exempt from the Program,3
177,1,153 COLUMBUS AV,N,,Exempt from the Program,3
177,2,602 JACKSON ST,N,,Exempt from the Program,3
178,11,1100 STOCKTON ST,N,,Exempt from the Program,3
178,7,740 JACKSON ST,N,,Exempt from the Program,3
178,2,1019 GRANT AV,N,,Exempt from the Program,3
178,4,716 JACKSON ST,N,,Exempt from the Program,3
178,6,730 JACKSON ST,N,,Exempt from the Program,3
178,3,1001 GRANT AV,N,,Exempt from the Program,3
179,30,125 TRENTON ST,N,,Exempt from the Program,3
179,42,1135 STOCKTON ST,N,,Exempt from the Program,3
179,18,1220 POWELL ST,N,,Exempt from the Program,3
179,41,1141 STOCKTON ST,N,,Exempt from the Program,3
179,15,20 ADELE CT,N,,Exempt from the Program,3
179,12,826 JACKSON ST,N,,Exempt from the Program,3
179,13,840 JACKSON ST,N,,Exempt from the Program,3
179,14,848 JACKSON ST,N,,Exempt from the Program,3
180,18,1300 MASON ST,N,,Exempt from the Program,3
180,42,1330 MASON ST,N,,Exempt from the Program,3
180,45,977 PACIFIC AV,N,,Exempt from the Program,3
181,21,1090 JACKSON ST,N,,Exempt from the Program,3
182,2,1451 TAYLOR ST,N,,Exempt from the Program,3
182,21,1540 JONES ST,N,,Exempt from the Program,3
183,5,1521 JONES ST,N,,Exempt from the Program,3
183,016A,1278 JACKSON ST,N,,Exempt from the Program,3
183,2,1549 JONES ST,N,,Exempt from the Program,3
184,36,1333 PACIFIC AV,N,,Exempt from the Program,3
185,27,1850 LARKIN ST,N,,Exempt from the Program,3
185,1,1563 HYDE ST,N,,Exempt from the Program,3
186,9,1580 WASHINGTON ST,N,,Exempt from the Program,3
188,5,1401 JONES ST,N,,Exempt from the Program,3
188,8,1350 WASHINGTON ST,N,,Exempt from the Program,3
188,28,1215 JACKSON ST,N,,Exempt from the Program,3
189,15,1440 JONES ST,N,,Exempt from the Program,3
191,18,1242 MASON ST,N,,Exempt from the Program,3
191,17,1230 MASON ST,N,,Exempt from the Program,3
192,2,1019 STOCKTON ST,N,,Exempt from the Program,3
192,5,940 WASHINGTON ST,N,,Exempt from the Program,3
192,1,1035 STOCKTON ST,N,,Exempt from the Program,3
192,3,1013 STOCKTON ST,N,,Exempt from the Program,3
192,8,968 WASHINGTON ST,N,,Exempt from the Program,3
193,18,870 WASHINGTON ST,N,,Exempt from the Program,3
193,26,749 JACKSON ST,N,,Exempt from the Program,3
193,7,933 GRANT AV,N,,Exempt from the Program,3
193,9,915 GRANT AV,N,,Exempt from the Program,3
193,19,1000 STOCKTON ST,N,,Exempt from the Program,3
193,17,29 ROSS AL,N,,Exempt from the Program,3
193,16,842 WASHINGTON ST,N,,Exempt from the Program,3
193,21,1044 STOCKTON ST,N,,Exempt from the Program,3
194,24,32 WENTWORTH ST,N,,Exempt from the Program,3
194,31,631 JACKSON ST,N,,Exempt from the Program,3
194,12,900 GRANT AV,N,,Exempt from the Program,3
194,33,611 JACKSON ST,N,,Exempt from the Program,3
194,23,20 WENTWORTH ST,N,,Exempt from the Program,3
194,7,728 WASHINGTON ST,N,,Exempt from the Program,3
194,3,833 KEARNY ST,N,,Exempt from the Program,3
195,16,57 COLUMBUS AV,N,,Exempt from the Program,3
195,6,636 WASHINGTON ST,N,,Exempt from the Program,3
208,8,634 CLAY ST,N,,Exempt from the Program,3
208,12,712 KEARNY ST,N,,Exempt from the Program,3
209,11,731 WASHINGTON ST,N,,Exempt from the Program,3
210,21,39 SPOFFORD ST,N,,Exempt from the Program,3
210,38,124 WAVERLY PL,N,,Exempt from the Program,3
210,1,857 GRANT AV,N,,Exempt from the Program,3
210,22,22 SPOFFORD ST,N,,Exempt from the Program,3
210,6,800 CLAY ST,N,,Exempt from the Program,3
210,5,801 GRANT AV,N,,Exempt from the Program,3
210,45,44 SPOFFORD ST,N,,Exempt from the Program,3
210,10,846 CLAY ST,N,,Exempt from the Program,3
210,4,815 GRANT AV,N,,Exempt from the Program,3
210,12,868 CLAY ST,N,,Exempt from the Program,3
211,22,1060 POWELL ST,N,,Exempt from the Program,3
211,5,910 CLAY ST,N,,Exempt from the Program,3
211,1,933 STOCKTON ST,N,,Exempt from the Program,3
211,6,916 CLAY ST,N,,Exempt from the Program,3
211,4,901 STOCKTON ST,N,,Exempt from the Program,3
212,1,1011 WASHINGTON ST,N,,Exempt from the Program,3
212,33,115 WETMORE ST,N,,Exempt from the Program,3
212,41,1015 WASHINGTON ST,N,,Exempt from the Program,3
213,21,1254 TAYLOR ST,N,,Exempt from the Program,3
213,15,1200 TAYLOR ST,N,,Exempt from the Program,3
213,015A,1216 TAYLOR ST,N,,Exempt from the Program,3
214,6,1200 CLAY ST,N,,Exempt from the Program,3
214,34,1260 CLAY ST,N,,Exempt from the Program,3
214,26,1250 CLAY ST,N,,Exempt from the Program,3
214,20,1245 WASHINGTON ST,N,,Exempt from the Program,3
214,4,1233 TAYLOR ST,N,,Exempt from the Program,3
215,5,1300 LEAVENWORTH ST,N,,Exempt from the Program,3
217,19,1664 LARKIN ST,N,,Exempt from the Program,3
217,4,1309 HYDE ST,N,,Exempt from the Program,3
218,22,1547 CLAY ST,N,,Exempt from the Program,3
218,14,1560 SACRAMENTO ST,N,,Exempt from the Program,3
218,15,1590 SACRAMENTO ST,N,,Exempt from the Program,3
218,11,1534 SACRAMENTO ST,N,,Exempt from the Program,3
219,11,1474 SACRAMENTO ST,N,,Exempt from the Program,3
219,9,1442 SACRAMENTO ST,N,,Exempt from the Program,3
219,7,1430 SACRAMENTO ST,N,,Exempt from the Program,3
219,021A,1433 CLAY ST,N,,Exempt from the Program,3
221,2,1133 TAYLOR ST,N,,Exempt from the Program,3
221,003C,1200 SACRAMENTO ST,N,,Exempt from the Program,3
221,43,1234 JONES ST,N,,Exempt from the Program,3
223,26,1031 CLAY ST,N,,Exempt from the Program,3
224,19,952 POWELL ST,N,,Exempt from the Program,3
224,13,900 POWELL ST,N,,Exempt from the Program,3
224,3,833 STOCKTON ST,N,,Exempt from the Program,3
224,32,937 CLAY ST,N,,Exempt from the Program,3
224,5,805 STOCKTON ST,N,,Exempt from the Program,3
225,19,857 CLAY ST,N,,Exempt from the Program,3
225,17,850 STOCKTON ST,N,,Exempt from the Program,3
225,23,41 WAVERLY PL,N,,Exempt from the Program,3
225,20,843 CLAY ST,N,,Exempt from the Program,3
225,30,817 CLAY ST,N,,Exempt from the Program,3
225,4,729 GRANT AVE,N,,Exempt from the Program,3
226,40,742 GRANT AV,N,,Exempt from the Program,3
226,42,757 CLAY ST,N,,Exempt from the Program,3
226,47,713 CLAY ST,N,,Exempt from the Program,3
226,18,700 GRANT AV,N,,Exempt from the Program,3
226,46,729 CLAY ST,N,,Exempt from the Program,3
226,1,649 KEARNY ST,N,,Exempt from the Program,3
226,48,775 COMMERCIAL ST,N,,Exempt from the Program,3
226,41,771 CLAY ST,N,,Exempt from the Program,3
227,33,678 COMMERCIAL ST,N,,Exempt from the Program,3
227,42,658 COMMERCIAL ST,N,,Exempt from the Program,3
227,43,651 CLAY ST,N,,Exempt from the Program,3
227,15,666 SACRAMENTO ST,N,,Exempt from the Program,3
227,44,643 CLAY ST,N,,Exempt from the Program,3
241,17,767 SACRAMENTO ST,N,,Exempt from the Program,3
241,16,775 SACRAMENTO ST,N,,Exempt from the Program,3
241,14,616 GRANT AVE,N,,Exempt from the Program,3
242,20,760 STOCKTON ST,N,,Exempt from the Program,3
242,27,855 SACRAMENTO ST,N,,Exempt from the Program,3
242,22,4 BROOKLYN PL,N,,Exempt from the Program,3
242,16,730 STOCKTON ST,N,,Exempt from the Program,3
242,1,665 GRANT AVE,N,,Exempt from the Program,3
243,55,830 POWELL ST,N,,Exempt from the Program,3
247,35,1343 SACRAMENTO ST,N,,Exempt from the Program,3
247,9,1260 CALIFORNIA ST,N,,Exempt from the Program,3
247,6,1240 CALIFORNIA ST,N,,Exempt from the Program,3
248,29,1409 SACRAMENTO ST,N,,Exempt from the Program,3
249,7,1400 CALIFORNIA ST,N,,Exempt from the Program,3
249,4,1137 HYDE ST,N,,Exempt from the Program,3
249,16,1418 LARKIN ST,N,,Exempt from the Program,3
250,5,1346 PINE ST,N,,Exempt from the Program,3
250,003D,1005 HYDE ST,N,,Exempt from the Program,3
251,24,1375 CALIFORNIA ST,N,,Exempt from the Program,3
252,10,1144 PINE ST,N,,Exempt from the Program,3
252,9,1140 PINE ST,N,,Exempt from the Program,3
252,11,1160 PINE ST,N,,Exempt from the Program,3
252,011A,1166 PINE ST,N,,Exempt from the Program,3
252,13,1190 PINE ST,N,,Exempt from the Program,3
253,10,1044 PINE ST,N,,Exempt from the Program,3
253,15,1096 PINE ST,N,,Exempt from the Program,3
254,35,930 PINE ST,N,,Exempt from the Program,3
254,21,900 TAYLOR ST,N,,Exempt from the Program,3
256,60,25 JOICE ST,N,,Exempt from the Program,3
256,12,774 PINE ST,N,,Exempt from the Program,3
256,11,762 PINE ST,N,,Exempt from the Program,3
256,5,601 STOCKTON ST,N,,Exempt from the Program,3
257,9,501 GRANT AV,N,,Exempt from the Program,3
257,2,531 GRANT AV,N,,Exempt from the Program,3
257,11,626 PINE ST,N,,Exempt from the Program,3
258,14,512 GRANT AV,N,,Exempt from the Program,3
270,16,450 GRANT AV,N,,Exempt from the Program,3
271,19,550 STOCKTON ST,N,,Exempt from the Program,3
271,18,540 STOCKTON ST,N,,Exempt from the Program,3
271,20,679 PINE ST,N,,Exempt from the Program,3
271,16,510 STOCKTON ST,N,,Exempt from the Program,3
272,12,634 POWELL ST,N,,Exempt from the Program,3
272,19,755 PINE ST,N,,Exempt from the Program,3
272,23,27 DASHIELL HAMMETT ST,N,,Exempt from the Program,3
272,1,701 PINE ST,N,,Exempt from the Program,3
273,10,700 MASON ST,N,,Exempt from the Program,3
273,3,704 BUSH ST,N,,Exempt from the Program,3
274,022A,935 PINE ST,N,,Exempt from the Program,3
274,006A,834 BUSH ST,N,,Exempt from the Program,3
274,11,880 BUSH ST,N,,Exempt from the Program,3
274,7,846 BUSH ST,N,,Exempt from the Program,3
275,6,980 BUSH ST,N,,Exempt from the Program,3
275,007A,946 JONES ST,N,,Exempt from the Program,3
276,7,1008 BUSH ST,N,,Exempt from the Program,3
276,22,1185 PINE ST,N,,Exempt from the Program,3
276,18,930 LEAVENWORTH ST,N,,Exempt from the Program,3
276,10,1018 BUSH ST,N,,Exempt from the Program,3
276,16,1086 BUSH ST,N,,Exempt from the Program,3
276,17,1094 BUSH ST,N,,Exempt from the Program,3
277,21,1243 PINE ST,N,,Exempt from the Program,3
277,5,925 LEAVENWORTH ST,N,,Exempt from the Program,3
277,23,1225 PINE ST,N,,Exempt from the Program,3
278,004A,1246 BUSH ST,N,,Exempt from the Program,3
278,001B,935 HYDE ST,N,,Exempt from the Program,3
279,10,1062 SUTTER ST,N,,Exempt from the Program,3
279,15,1283 BUSH ST,N,,Exempt from the Program,3
279,20,1241 BUSH ST,N,,Exempt from the Program,3
279,21,1235 BUSH ST,N,,Exempt from the Program,3
279,12,1144 LARKIN ST,N,,Exempt from the Program,3
279,8,1040 SUTTER ST,N,,Exempt from the Program,3
279,22,1209 BUSH ST,N,,Exempt from the Program,3
279,23,1207 BUSH ST,N,,Exempt from the Program,3
279,7,1034 SUTTER ST,N,,Exempt from the Program,3
279,011B,1130 LARKIN ST,N,,Exempt from the Program,3
280,30,1121 BUSH ST,N,,Exempt from the Program,3
280,2,839 LEAVENWORTH ST,N,,Exempt from the Program,3
280,26,1153 BUSH ST,N,,Exempt from the Program,3
280,4,821 LEAVENWORTH ST,N,,Exempt from the Program,3
280,19,838 HYDE ST,N,,Exempt from the Program,3
280,16,810 HYDE ST,N,,Exempt from the Program,3
280,24,1171 BUSH ST,N,,Exempt from the Program,3
280,29,1135 BUSH ST,N,,Exempt from the Program,3
280,12,970 SUTTER ST,N,,Exempt from the Program,3
281,17,1035 BUSH ST,N,,Exempt from the Program,3
281,1,1005 BUSH ST,N,,Exempt from the Program,3
281,002B,830 SUTTER ST,N,,Exempt from the Program,3
281,14,1073 BUSH ST,N,,Exempt from the Program,3
281,002A,800 SUTTER ST,N,,Exempt from the Program,3
281,001B,833 JONES ST,N,,Exempt from the Program,3
282,14,947 BUSH ST,N,,Exempt from the Program,3
282,004A,700 SUTTER ST,N,,Exempt from the Program,3
282,9,828 JONES ST,N,,Exempt from the Program,3
282,13,969 BUSH ST,N,,Exempt from the Program,3
282,2,749 TAYLOR ST,N,,Exempt from the Program,3
282,15,929 BUSH ST,N,,Exempt from the Program,3
282,008A,820 JONES ST,N,,Exempt from the Program,3
282,3,735 TAYLOR ST,N,,Exempt from the Program,3
283,19,835 BUSH ST,N,,Exempt from the Program,3
283,2,643 MASON ST,N,,Exempt from the Program,3
283,7,680 SUTTER ST,N,,Exempt from the Program,3
283,15,875 BUSH ST,N,,Exempt from the Program,3
283,10,710 TAYLOR ST,N,,Exempt from the Program,3
284,19,755 BUSH ST,N,,Exempt from the Program,3
284,21,737 BUSH ST,N,,Exempt from the Program,3
285,18,625 BUSH ST,N,,Exempt from the Program,3
286,1,347 GRANT AV,N,,Exempt from the Program,3
286,22,513 BUSH ST,N,,Exempt from the Program,3
287,22,429 BUSH ST,N,,Exempt from the Program,3
287,20,447 BUSH ST,N,,Exempt from the Program,3
294,21,323 SUTTER ST,N,,Exempt from the Program,3
298,30,765 SUTTER ST,N,,Exempt from the Program,3
298,13,678 POST ST,N,,Exempt from the Program,3
298,25,720 JONES ST,N,,Exempt from the Program,3
298,37,755 SUTTER ST,N,,Exempt from the Program,3
298,14,700 JONES ST,N,,Exempt from the Program,3
299,20,845 SUTTER ST,N,,Exempt from the Program,3
299,6,754 POST ST,N,,Exempt from the Program,3
299,11,724 LEAVENWORTH ST,N,,Exempt from the Program,3
299,14,740 LEAVENWORTH ST,N,,Exempt from the Program,3
299,15,895 SUTTER ST,N,,Exempt from the Program,3
299,13,736 LEAVENWORTH ST,N,,Exempt from the Program,3
300,18,935 SUTTER ST,N,,Exempt from the Program,3
300,7,866 POST ST,N,,Exempt from the Program,3
300,14,975 SUTTER ST,N,,Exempt from the Program,3
300,003A,715 LEAVENWORTH ST,N,,Exempt from the Program,3
301,21,1025 SUTTER ST,N,,Exempt from the Program,3
301,14,1000 LARKIN ST,N,,Exempt from the Program,3
301,20,1035 SUTTER ST,N,,Exempt from the Program,3
301,11,940 POST ST,N,,Exempt from the Program,3
301,15,1030 LARKIN ST,N,,Exempt from the Program,3
301,13,970 POST ST,N,,Exempt from the Program,3
301,7,900 POST ST,N,,Exempt from the Program,3
301,2,737 HYDE ST,N,,Exempt from the Program,3
301,18,1065 SUTTER ST,N,,Exempt from the Program,3
302,8,611 HYDE ST,N,,Exempt from the Program,6
302,014A,890 GEARY ST,N,,Exempt from the Program,6
302,16,926 LARKIN ST,N,,Exempt from the Program,6
302,2,655 HYDE ST,N,,Exempt from the Program,6
302,17,934 LARKIN ST,N,,Exempt from the Program,6
303,16,861 POST ST,N,,Exempt from the Program,6
303,1,645 LEAVENWORTH ST,N,,Exempt from the Program,6
303,6,760 GEARY ST,N,,Exempt from the Program,6
303,17,851 POST ST,N,,Exempt from the Program,6
303,013B,891 POST ST,N,,Exempt from the Program,6
303,14,875 POST ST,N,,Exempt from the Program,6
303,12,628 HYDE ST,N,,Exempt from the Program,6
303,013A,642 HYDE ST,N,,Exempt from the Program,6
304,11,600 LEAVENWORTH ST,N,,Exempt from the Program,3
304,6,630 GEARY ST,N,,Exempt from the Program,3
304,18,711 POST ST,N,,Exempt from the Program,3
304,2,649 JONES ST,N,,Exempt from the Program,3
304,4,605 JONES ST,N,,Exempt from the Program,3
305,34,611 POST ST,N,,Exempt from the Program,3
305,18,691 POST ST,N,,Exempt from the Program,3
305,1,555 TAYLOR ST,N,,Exempt from the Program,3
306,17,550 TAYLOR ST,N,,Exempt from the Program,3
310,12,55 MAIDEN LN,N,,Exempt from the Program,3
315,15,280 O'FARRELL ST,N,,Exempt from the Program,3
315,10,238 O'FARRELL ST,N,,Exempt from the Program,3
317,11,532 JONES ST,N,,Exempt from the Program,6
318,12,570 O'FARRELL ST,N,,Exempt from the Program,6
318,19,665 GEARY ST,N,,Exempt from the Program,6
318,6,511 JONES ST,N,,Exempt from the Program,6
318,2,545 JONES ST,N,,Exempt from the Program,6
318,1,555 JONES ST,N,,Exempt from the Program,6
318,016A,550 LEAVENWORTH ST,N,,Exempt from the Program,6
319,1,709 GEARY ST,N,,Exempt from the Program,6
319,025A,735 GEARY ST,N,,Exempt from the Program,6
319,19,522 HYDE ST,N,,Exempt from the Program,6
319,7,600 OFARRELL ST,N,,Exempt from the Program,6
319,3,535 LEAVENWORTH ST,N,,Exempt from the Program,6
319,4,525 LEAVENWORTH ST,N,,Exempt from the Program,6
319,14,660 OFARRELL ST,N,,Exempt from the Program,6
319,8,620 O'FARRELL ST,N,,Exempt from the Program,6
319,5,511 LEAVENWORTH ST,N,,Exempt from the Program,6
319,20,534 HYDE ST,N,,Exempt from the Program,6
319,26,725 GEARY ST,N,,Exempt from the Program,6
320,11,750 O'FARRELL ST,N,,Exempt from the Program,6
320,2,537 HYDE ST,N,,Exempt from the Program,6
320,23,811 GEARY ST,N,,Exempt from the Program,6
320,7,716 OFARRELL ST,N,,Exempt from the Program,6
320,5,525 HYDE ST,N,,Exempt from the Program,6
320,1,545 HYDE ST,N,,Exempt from the Program,6
321,37,735 O'FARRELL ST,N,,Exempt from the Program,6
321,32,765 O'FARRELL ST,N,,Exempt from the Program,6
321,16,650 ELLIS ST,N,,Exempt from the Program,6
321,38,725 OFARRELL ST,N,,Exempt from the Program,6
321,31,771 OFARRELL ST,N,,Exempt from the Program,6
321,12,624 ELLIS ST,N,,Exempt from the Program,6
321,25,734 LARKIN ST,N,,Exempt from the Program,6
321,28,791 OFARRELL ST,N,,Exempt from the Program,6
321,8,417 HYDE ST,N,,Exempt from the Program,6
321,34,755 OFARRELL ST,N,,Exempt from the Program,6
322,9,691 O'FARRELL ST,N,,Exempt from the Program,6
322,3,500 ELLIS ST,N,,Exempt from the Program,6
322,10,675 O'FARRELL ST,N,,Exempt from the Program,6
322,11,667 O'FARRELL ST,N,,Exempt from the Program,6
323,16,434 LEAVENWORTH ST,N,,Exempt from the Program,6
323,1,441 JONES ST,N,,Exempt from the Program,6
323,11,450 ELLIS ST,N,,Exempt from the Program,6
323,18,595 O'FARRELL ST,N,,Exempt from the Program,6
323,23,545 OFARRELL ST,N,,Exempt from the Program,6
324,20,449 OFARRELL ST,N,,Exempt from the Program,6
324,6,344 ELLIS ST,N,,Exempt from the Program,6
324,21,433 O'FARRELL ST,N,,Exempt from the Program,6
324,12,420 JONES ST,N,,Exempt from the Program,6
326,23,138 CYRIL MAGNIN ST,N,,Exempt from the Program,3
331,1,201 ELLIS ST,N,,Exempt from the Program,6
331,8,144 EDDY ST,N,,Exempt from the Program,6
331,6,110 EDDY ST,N,,Exempt from the Program,6
331,9,156 EDDY ST,N,,Exempt from the Program,6
332,2,225 TAYLOR ST,N,,Exempt from the Program,6
332,5,234 EDDY ST,N,,Exempt from the Program,6
332,16,355 ELLIS ST,N,,Exempt from the Program,6
332,3,200 EDDY ST,N,,Exempt from the Program,6
333,14,346 LEAVENWORTH ST,N,,Exempt from the Program,6
333,1,401 ELLIS ST,N,,Exempt from the Program,6
333,2,345 JONES ST,N,,Exempt from the Program,6
333,19,455 ELLIS ST,N,,Exempt from the Program,6
333,11,364 EDDY ST,N,,Exempt from the Program,6
333,18,463 ELLIS ST,N,,Exempt from the Program,6
333,12,380 EDDY ST,N,,Exempt from the Program,6
333,21,433 ELLIS ST,N,,Exempt from the Program,6
334,21,360 HYDE ST,N,,Exempt from the Program,6
334,22,565 ELLIS ST,N,,Exempt from the Program,6
334,18,328 HYDE ST,N,,Exempt from the Program,6
334,16,300 HYDE ST,N,,Exempt from the Program,6
334,17,324 HYDE ST,N,,Exempt from the Program,6
334,3,335 LEAVENWORTH ST,N,,Exempt from the Program,6
334,7,420 EDDY ST,N,,Exempt from the Program,6
334,6,410 EDDY ST,N,,Exempt from the Program,6
334,1,391 LEAVENWORTH ST,N,,Exempt from the Program,6
334,4,325 LEAVENWORTH ST,N,,Exempt from the Program,6
334,19,334 HYDE ST,N,,Exempt from the Program,6
335,22,635 ELLIS ST,N,,Exempt from the Program,6
335,002B,309 HYDE ST,N,,Exempt from the Program,6
335,18,677 ELLIS ST,N,,Exempt from the Program,6
335,19,669 ELLIS ST,N,,Exempt from the Program,6
335,001B,337 HYDE ST,N,,Exempt from the Program,6
336,4,416 TURK ST,N,,Exempt from the Program,6
336,014A,581 EDDY ST,N,,Exempt from the Program,6
336,15,555 EDDY ST,N,,Exempt from the Program,6
337,19,425 EDDY ST,N,,Exempt from the Program,6
337,15,493 EDDY ST,N,,Exempt from the Program,6
337,4,237 LEAVENWORTH ST,N,,Exempt from the Program,6
337,1,401 EDDY ST,N,,Exempt from the Program,6
337,7,308 TURK ST,N,,Exempt from the Program,6
337,22,481 EDDY ST,N,,Exempt from the Program,6
338,17,246 LEAVENWORTH ST,N,,Exempt from the Program,6
338,15,236 LEAVENWORTH ST,N,,Exempt from the Program,6
338,2,219 JONES ST,N,,Exempt from the Program,6
339,9,162 TURK ST,N,,Exempt from the Program,6
339,17,201 EDDY ST,N,,Exempt from the Program,6
339,16,233 EDDY ST,N,,Exempt from the Program,6
339,4,116 TURK ST,N,,Exempt from the Program,6
340,10,66 TURK ST,N,,Exempt from the Program,6
340,12,112 TAYLOR ST,N,,Exempt from the Program,6
341,8,48 MASON ST,N,,Exempt from the Program,6
343,1,101 TURK ST,N,,Exempt from the Program,6
345,12,138 HYDE ST,N,,Exempt from the Program,6
345,012C,381 TURK ST,N,,Exempt from the Program,6
345,9,120 HYDE ST,N,,Exempt from the Program,6
345,6,248 GOLDEN GATE AV,N,,Exempt from the Program,6
346,6,366 GOLDEN GATE AV,N,,Exempt from the Program,6
346,15,459 TURK ST,N,,Exempt from the Program,6
346,10,452 LARKIN ST,N,,Exempt from the Program,6
346,7,434 LARKIN ST,N,,Exempt from the Program,6
347,7,268 MCALLISTER ST,N,,Exempt from the Program,6
347,6,250 MCALLISTER ST,N,,Exempt from the Program,6
349,8,60 LEAVENWORTH ST,N,,Exempt from the Program,6
350,1,1000 MARKET ST,N,,Exempt from the Program,6
355,9,1272 MARKET ST,N,,Exempt from the Program,6
355,10,1278 MARKET ST,N,,Exempt from the Program,6
0417B,8,401 AVILA ST,N,,Exempt from the Program,2
0417B,1,499 MARINA BL,N,,Exempt from the Program,2
0417B,13,3820 SCOTT ST,N,,Exempt from the Program,2
0436B,5,1580 BEACH ST,N,,Exempt from the Program,2
0436D,25,3740 FILLMORE ST,N,,Exempt from the Program,2
0436D,1,3757 WEBSTER ST,N,,Exempt from the Program,2
0436D,18,1690 BEACH ST,N,,Exempt from the Program,2
0436E,1,1601 BEACH ST,N,,Exempt from the Program,2
0436E,20,3670 FILLMORE ST,N,,Exempt from the Program,2
0436E,26,1695 BEACH ST,N,,Exempt from the Program,2
0436E,18,3650 FILLMORE ST,N,,Exempt from the Program,2
0436F,9,1700 BAY ST,N,,Exempt from the Program,2
0436F,25,3640 FILLMORE ST,N,,Exempt from the Program,2
0436F,1,1701 NORTH POINT ST,N,,Exempt from the Program,2
0436F,37,1734 BAY ST,N,,Exempt from the Program,2
0438A,35,3789 FILLMORE ST,N,,Exempt from the Program,2
0438A,16,1700 BEACH ST,N,,Exempt from the Program,2
0438A,18,1740 BEACH ST,N,,Exempt from the Program,2
0438A,10,3737 FILLMORE ST,N,,Exempt from the Program,2
0438A,15,3711 FILLMORE ST,N,,Exempt from the Program,2
0439A,6,1750 BEACH ST,N,,Exempt from the Program,2
0439A,1,5 RICO WY,N,,Exempt from the Program,2
0440A,10,1900 BEACH ST,N,,Exempt from the Program,2
0440A,6,125 CERVANTES BL,N,,Exempt from the Program,2
0440B,15,3750 SCOTT ST,N,,Exempt from the Program,2
0441A,23,3636 SCOTT ST,N,,Exempt from the Program,2
0441B,14,100 CAPRA WY,N,,Exempt from the Program,2
0443A,27,3675 FILLMORE ST,N,,Exempt from the Program,2
0443A,3,36 CERVANTES BL,N,,Exempt from the Program,2
0443A,001I,3637 FILLMORE ST,N,,Exempt from the Program,2
0443A,001J,3625 FILLMORE ST,N,,Exempt from the Program,2
0445A,5,3717 BUCHANAN ST,N,,Exempt from the Program,2
0445A,14,1690 NORTH POINT ST,N,,Exempt from the Program,2
453,003A,900 BAY ST,N,,Exempt from the Program,2
459,8,3501 LAGUNA ST,N,,Exempt from the Program,2
459,5,1501 NORTH POINT ST,N,,Exempt from the Program,2
0460A,11,1660 BAY ST,N,,Exempt from the Program,2
